Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
14.74.17,True,False,True,6635,704,The American Wing,1914,Pocket bottle,Pocket bottle,American,,,,,197916247,Maker|Maker,Attributed to|Attributed to,American Flint Glass Manufactory|Henry William Stiegel,"1764–1774|American (born Germany), Cologne 1729–1785 Charming Forge, Pennsylvania", | ,"American Flint Glass Manufactory |Stiegel, Henry William","American|American, born Germany",1764      |1729      ,1774      |1785      ,|,|http://vocab.getty.edu/page/ulan/500073025,|https://www.wikidata.org/wiki/Q214550,1769–74,1769,1774,Blown pattern-molded glass,H. 4 3/4 in. (12.1 cm),"Gift of Frederick W. Hunter, 1914",Made in,Manheim,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6635,https://www.wikidata.org/wiki/Q29382942,,"Metropolitan Museum of Art, New York, NY",,,
1988.199,True,True,True,6779,731,The American Wing,1988,Vase,Presentation Vase,American,,,,,16191716188,Maker|Maker, | ,Sidney Gardiner|Thomas Fletcher,"American, Mattituck, New York 1787–1827 Mexico|American, Alstead, New Hampshire 1787–1866 New Jersey", | ,"Gardiner, Sidney|Fletcher, Thomas",American|American,1787      |1787      ,1827      |1866      ,|,http://vocab.getty.edu/page/ulan/500086402|http://vocab.getty.edu/page/ulan/500024954,https://www.wikidata.org/wiki/Q43084364|https://www.wikidata.org/wiki/Q56006629,1825,1825,1825,Silver,23 3/4 x 20 3/4 x 14 3/4 in. (60.3 x 52.7 x 37.5 cm); 401 oz. 1 dwt. (12473.9 g),"Gift of Erving and Joyce Wolf Foundation, in memory of Diane R. Wolf, 1988",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6779,https://www.wikidata.org/wiki/Q83560084,,"Metropolitan Museum of Art, New York, NY",Animals|Eagles|Waterfalls,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300250049|http://vocab.getty.edu/page/aat/300008736,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q2092297|https://www.wikidata.org/wiki/Q34038
25.115.15,True,False,True,6906,717,The American Wing,1925,Corner chair,Corner chair,American,,,,,202,Maker,Attributed to,Joseph Armitt,died 1747, ,"Armitt, Joseph",American,1697      ,1747      ,,http://vocab.getty.edu/page/ulan/500334755,,ca. 1740,1735,1745,Walnut,30 1/2 x 28 1/2 x 27 in. (77.5 x 72.4 x 68.6 cm),"Rogers Fund, 1925",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/6906,https://www.wikidata.org/wiki/Q29382948,,"Metropolitan Museum of Art, New York, NY",,,
59.152.1,True,False,True,7212,705,The American Wing,1959,Sauceboat,Sauceboat,American,,,,,166,Maker, ,Anthony Rasch,ca. 1778–1858, ,"Rasch, Anthony",American,1804      ,1858      ,,http://vocab.getty.edu/page/ulan/500336945,https://www.wikidata.org/wiki/Q68295656,ca. 1815,1812,1818,Silver,8 11/16 x 11 5/8 x 3 1/2 in. (22.1 x 29.5 x 8.9 cm); 32 oz. 15 dwt. (1019.1 g),"Sansbury-Mills Fund, 1959",Made in,Philadelphia,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7212,https://www.wikidata.org/wiki/Q104412976,,"Metropolitan Museum of Art, New York, NY",Snakes,http://vocab.getty.edu/page/aat/300250870,https://www.wikidata.org/wiki/Q2102
1999.396,True,True,True,7586,736,The American Wing,1999,Sofa,Sofa,American,,,,,215281110,Maker|Maker,or| ,J. H. Belter & Co.|John Henry Belter,"1854–1865|American, born Germany 1804-1863 New York", | ,"J. H. Belter & Co.|Belter, John Henry", |American,1854      |1804      ,1865      |1863      ,|,|http://vocab.getty.edu/page/ulan/500001413,|https://www.wikidata.org/wiki/Q46973286,1850–60,1850,1860,"Rosewood, Rosewood veneer; chestnut, pine (secondary woods); modern upholstery with some original underupholstery",53 1/4 x 66 x 25 in. (135.3 x 167.6 x 63.5 cm),"Purchase, Friends of the American Wing Fund and Lila Acheson Wallace Gift, 1999",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7586,https://www.wikidata.org/wiki/Q29382950,,"Metropolitan Museum of Art, New York, NY",,,
60.4.1,True,False,True,7595,728,The American Wing,1960,Sofa,Sofa,American,,,,,111,Maker,Attributed to,Duncan Phyfe,"American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", ,"Phyfe, Duncan","American, born Scotland",1770      ,1854      ,,http://vocab.getty.edu/page/ulan/500082047,https://www.wikidata.org/wiki/Q3041258,ca. 1810–20,1807,1820,"Mahogany, tulip poplar, cane, gilded brass",34 x 84 3/4 x 23 3/4 in. (86.4 x 215.3 x 60.3 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7595,https://www.wikidata.org/wiki/Q29382953,,"Metropolitan Museum of Art, New York, NY",,,
66.221.1,True,True,True,7604,738,The American Wing,1966,Couch,Couch,American,,,,,9321111,Maker|Maker,or attributed to|Attributed to the Workshop of,Duncan Phyfe & Sons|Duncan Phyfe,"1837–1840, active New York|American (born Scotland), near Lock Fannich, Ross-Shire, Scotland 1768/1770–1854 New York", | ,"Phyfe & Sons, D.|Phyfe, Duncan","American|American, born Scotland",1837      |1770      ,1840      |1854      ,|,|http://vocab.getty.edu/page/ulan/500082047,|https://www.wikidata.org/wiki/Q3041258,ca. 1837,1832,1842,"Mahogany, mahogany veneer, pine, ash, modern upholstery",38 1/2 x 74 x 24 1/2 in. (97.8 x 188 x 62.2 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7604,https://www.wikidata.org/wiki/Q96161092,,"Metropolitan Museum of Art, New York, NY",,,
2019.569,True,False,True,7874,704,The American Wing,2019,Stained glass window,Jubal and Miriam,American,,,,,2094209,Maker|Maker, | ,William Jay Bolton|John Bolton,"British, 1816–1884|British, 1818–1898", | ,"Bolton, William Jay|Bolton, John", | ,1816      |1818      ,1884      |1898      ,|,|,https://www.wikidata.org/wiki/Q8013522|,1843–48,1843,1848,"Stained glass window; vitreous glass paint, enamel paint, silver stain",19 ft. 1 in. × 10 ft. 1 in. (581.7 × 307.3 cm),"Purchase, Sansbury-Mills Fund, Anonymous Bequest, Sylvia and Leonard Marx Jr., and Lillian Nassau LLC Gifts, 2019",Made in,New York,Brooklyn,Brooklyn,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/7874,https://www.wikidata.org/wiki/Q104412978,,"Metropolitan Museum of Art, New York, NY",Horns|Lyres|Lutes|Men|Drums|Women, |http://vocab.getty.edu/page/aat/300042114|http://vocab.getty.edu/page/aat/300042101|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300041729|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q1512054|https://www.wikidata.org/wiki/Q201129|https://www.wikidata.org/wiki/Q180733|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q11404|https://www.wikidata.org/wiki/Q467
33.120.517,True,True,True,8213,750,The American Wing,1933,Tankard,Tankard,American,,,,,215,Maker, ,Gerrit Onckelbag,baptized 1670–1732, ,"Onckelbag, Gerrit",American,1670      ,1732      ,,,,1700–1710,1700,1710,Silver,"Overall: 7 1/2 x 9 1/8 in. (19.1 x 23.2 cm); 38 oz. 17 dwt. (1208.2 g)
Lip: Diam. 5 3/16 in. (13.2 cm)
Base: Diam. 5 3/4 in. (14.6 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/8213,https://www.wikidata.org/wiki/Q104412979,,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Ships,http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/aat/300082981,https://www.wikidata.org/wiki/Q14659|https://www.wikidata.org/wiki/Q11446
40.184.1,True,False,True,8241,704,The American Wing,1940,Tankard,Tankard,American,,,,,157,Maker, ,John Will,active 1752–74, ,"Will, John",American,1696      ,1774      ,,,,1752–74,1752,1774,Pewter,H. 7 1/8 in. (18.1 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/8241,https://www.wikidata.org/wiki/Q104412980,,"Metropolitan Museum of Art, New York, NY",Trees,http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q10884
1990.226a–d,True,True,True,8288,750,The American Wing,1990,Urn,Tea Urn,American,,,,,16230,Maker, ,Paul Revere Jr.,"American, Boston, Massachusetts 1734–1818 Boston, Massachusetts", ,"Revere, Paul, Jr.",American,1734      ,1818      ,,http://vocab.getty.edu/page/ulan/500017620,https://www.wikidata.org/wiki/Q327071,1791,1791,1791,"Silver, ivory","Overall: 22 1/4 x 10 5/8 x 10 3/8 in. (56.5 x 27 x 26.4 cm); 110 oz. 10 dwt. (3437.2 g)
Body: H. 17 15/16 in. (45.6 cm); 88 oz. 9 dwt. (2750.9 g)
Cover: 7 in. (17.8 cm); Diam. 6 in. (15.2 cm); 11 oz. 5 dwt. (350.7 g)
Insert: H. 9 13/16 in. (24.9 cm); 10 oz. 15 dwt. (335.6 g)","Purchase, The Annenberg Foundation Gift, Annette de la Renta, Mr. and Mrs. Robert G. Goelet, Drue Heinz, and Henry R. Kravis Foundation Inc. Gifts, Friends of the American Wing Fund, Margaret Dewar Stearns Bequest, Mr. and Mrs. Anthony L. Geller and Herbert and Jeanine Coyne Foundation Gifts, Max H. Gluck Foundation Inc. Gift, in honor of Virginia and Leonard Marx, and Rogers, Louis V. Bell and Dodge Funds; and Gift of Elizabeth K. Rodiger, 1990",Made in,Boston,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/8288,https://www.wikidata.org/wiki/Q29382956,,"Metropolitan Museum of Art, New York, NY",,,
1984.425,True,False,True,9317,743,The American Wing,1984,Vase,Vase,American,,,,,192,Maker, ,John Bennett,1840–1907, ,"Bennett, John",American,1840      ,1907      ,,http://vocab.getty.edu/page/ulan/500022400,https://www.wikidata.org/wiki/Q52161471,1882,1882,1882,Painted and glazed earthenware,H. 11 in. (27.9 cm); Diam. 11 in. (27.9 cm),"Friends of the American Wing Fund, 1984",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9317,https://www.wikidata.org/wiki/Q29382963,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
96.17.10,True,True,True,9480,706,The American Wing,1896,Vase,Vase,American,,,,,16254216254,Designer|Maker,Designed by| ,Louis C. Tiffany|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|American, 1892–1902", | ,"Tiffany, Louis C.|Tiffany Glass and Decorating Company",American|American,1848      |1892      ,1933      |1902      ,|,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331512,https://www.wikidata.org/wiki/Q312950|,1893–96,1893,1896,Favrile glass,14 1/8 x 11 1/2 in. (35.9 x 29.2 cm),"Gift of H. O. Havemeyer, 1896",Made in,New York,Queens,Queens,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9480,https://www.wikidata.org/wiki/Q29382969,,"Metropolitan Museum of Art, New York, NY",Feathers,http://vocab.getty.edu/page/aat/300400474,https://www.wikidata.org/wiki/Q81025
"69.140a, b",True,False,True,9724,743,The American Wing,1969,Wardrobe,Wardrobe,American,,,,,110,Maker, ,Herter Brothers,"German, active New York, 1864–1906", ,Herter Brothers,American,1864      ,1906      ,,http://vocab.getty.edu/page/ulan/500274670,https://www.wikidata.org/wiki/Q1614654,1875–1883,1875,1883,Cherry,78 1/2 x 49 1/2 x 26 in. (199.4 x 125.7 x 66 cm),"Gift of Kenneth O. Smith, 1969",Made in,New York,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9724,https://www.wikidata.org/wiki/Q29382972,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506
"46.140.767a, b",True,False,True,9982,706,The American Wing,1946,Wine urn,Wine urn,American,,,,,113,Maker,Probably,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts", ,Boston and Sandwich Glass Company ,American,1825      ,1888      ,,http://vocab.getty.edu/page/ulan/500334773,https://www.wikidata.org/wiki/Q4948224,1869–80,1869,1880,Pressed glass,H. 20 7/8 in. (53 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/9982,https://www.wikidata.org/wiki/Q29382974,,"Metropolitan Museum of Art, New York, NY",Grapes,http://vocab.getty.edu/page/aat/300379338,https://www.wikidata.org/wiki/Q10978
13.140,True,True,True,10049,766,The American Wing,1913,Painting,"""King Lear,"" Act I, Scene I",American,,,,,16156,Artist, ,Edwin Austin Abbey,"American, Philadelphia, Pennsylvania 1852–1911 London", ,"Abbey, Edwin Austin",American,1852      ,1911      ,,http://vocab.getty.edu/page/ulan/500010457,https://www.wikidata.org/wiki/Q259538,1898,1898,1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),"Gift of George A. Hearn, 1913",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10049,https://www.wikidata.org/wiki/Q19925330,,"Metropolitan Museum of Art, New York, NY",King Lear|Shakespeare|Kings|Men|Women|Dogs, |http://vocab.getty.edu/page/ulan/500272240|http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q181598|https://www.wikidata.org/wiki/Q692|https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144
1980.224,True,True,True,10065,768,The American Wing,1980,Painting,Repose,American,,,,,230,Artist, ,John White Alexander,"American, Allegheny, Pennsylvania 1856–1915 New York", ,"Alexander, John White",American,1856      ,1915      ,,http://vocab.getty.edu/page/ulan/500025329,https://www.wikidata.org/wiki/Q1702146,1895,1895,1895,Oil on canvas,52 1/4 x 63 5/8 in. (132.7 x 161.6 cm),"Anonymous Gift, 1980",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10065,https://www.wikidata.org/wiki/Q20175225,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
40.40,True,False,True,10080,762,The American Wing,1940,Painting,The Way They Live,American,,,,,16161,Artist, ,Thomas Anshutz,"American, Newport, Kentucky 1851–1912 Fort Washington, Pennsylvania", ,"Anshutz, Thomas",American,1851      ,1912      ,,http://vocab.getty.edu/page/ulan/500011734,https://www.wikidata.org/wiki/Q2757568,1879,1879,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),"Morris K. Jesup Fund, 1940",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10080,https://www.wikidata.org/wiki/Q6067009,,"Metropolitan Museum of Art, New York, NY",Houses|Boys|Girls|Women|Working,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q3947|https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q6958747
07.123,True,True,True,10154,760,The American Wing,1907,Painting,"The Rocky Mountains, Lander's Peak",American,,,,,16168,Artist, ,Albert Bierstadt,"American, Solingen 1830–1902 New York", ,"Bierstadt, Albert",American,1830      ,1902      ,,http://vocab.getty.edu/page/ulan/500001248,https://www.wikidata.org/wiki/Q77132,1863,1863,1863,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),"Rogers Fund, 1907",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10154,https://www.wikidata.org/wiki/Q7761325,,"Metropolitan Museum of Art, New York, NY",Tents|Horses|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300005694|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q170544|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
33.61,True,True,True,10159,758,The American Wing,1933,Painting,Fur Traders Descending the Missouri,American,,,,,16168,Artist, ,George Caleb Bingham,"American, Augusta County, Virginia 1811–1879 Kansas City, Missouri", ,"Bingham, George Caleb",American,1811      ,1879      ,,http://vocab.getty.edu/page/ulan/500028547,https://www.wikidata.org/wiki/Q598030,1845,1845,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),"Morris K. Jesup Fund, 1933",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10159,https://www.wikidata.org/wiki/Q3172087,,"Metropolitan Museum of Art, New York, NY",Human Figures|Men|Cats|Rivers|Boats,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q5937779|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872
16.68.3,True,False,True,10175,774,The American Wing,1916,Painting,Mrs. David Chesebrough,American,,,,,234,Artist, ,Joseph Blackburn,active 1752–ca. 1778, ,"Blackburn, Joseph",American,1715      ,1815      ,,http://vocab.getty.edu/page/ulan/500021703,https://www.wikidata.org/wiki/Q3184614,1754,1754,1754,Oil on canvas,49 7/8 x 40 1/8 in. (126.7 x 101.9 cm),"Gift of Sylvester Dering, 1916",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10175,https://www.wikidata.org/wiki/Q20170899,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
04.31,True,False,True,10186,766,The American Wing,1904,Painting,The Ameya,American,,,,,16317,Artist, ,Robert Frederick Blum,"American, Cincinnati, Ohio 1857–1903 New York", ,"Blum, Robert Frederick",American,1857      ,1903      ,,http://vocab.getty.edu/page/ulan/500003750,https://www.wikidata.org/wiki/Q3592147,by 1893,1892,1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),"Gift of Estate of Alfred Corning Clark, 1904",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/10186,https://www.wikidata.org/wiki/Q20170852,,"Metropolitan Museum of Art, New York, NY",Infants|Women|Street Scene|Working,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300386103|http://vocab.getty.edu/page/aat/300412186,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q7766995|https://www.wikidata.org/wiki/Q6958747
